301.34,89.89,13.72,14.36,100.00
305.69,83.17,4.32,4.52,100.00
305.53,83.41,4.65,4.87,100.00
305.38,83.65,4.99,5.22,100.00
305.22,83.90,5.34,5.58,100.00
305.06,84.15,5.69,5.95,100.00
304.89,84.41,6.05,6.32,100.00
304.72,84.67,6.41,6.71,100.00
304.55,84.93,6.78,7.09,100.00
304.37,85.20,7.16,7.49,100.00
304.20,85.48,7.54,7.89,100.00
304.02,85.76,7.94,8.30,100.00
303.83,86.04,8.34,8.72,100.00
303.64,86.33,8.74,9.14,100.00
303.45,86.63,9.16,9.58,100.00
303.26,86.93,9.58,10.02,100.00
303.06,87.23,10.00,10.47,100.00
302.86,87.55,10.44,10.92,100.00
302.65,87.86,10.88,11.39,100.00
302.44,88.18,11.33,11.86,100.00
302.23,88.51,11.79,12.34,100.00
302.01,88.85,12.26,12.83,100.00
301.80,89.19,12.74,13.32,100.00
301.57,89.53,13.22,13.83,100.00
301.34,89.88,13.71,14.34,100.00
305.61,83.29,4.48,4.69,100.00
305.38,83.65,4.99,5.22,100.00
305.14,84.02,5.51,5.76,100.00
304.90,84.40,6.03,6.31,100.00
304.65,84.78,6.57,6.87,100.00
304.40,85.17,7.11,7.44,100.00
304.14,85.56,7.66,8.01,100.00
303.88,85.96,8.22,8.60,100.00
303.62,86.37,8.79,9.20,100.00
303.35,86.78,9.37,9.80,100.00
303.08,87.20,9.96,10.42,100.00
302.80,87.63,10.56,11.04,100.00
302.52,88.06,11.17,11.68,100.00
302.24,88.51,11.78,12.33,100.00
301.95,88.95,12.41,12.98,100.00
301.65,89.41,13.05,13.65,100.00
301.35,89.87,13.70,14.33,100.00
305.55,83.38,4.62,4.83,100.00
305.25,83.85,5.27,5.51,100.00
304.95,84.31,5.91,6.19,100.00
304.65,84.78,6.56,6.87,100.00
304.35,85.24,7.21,7.55,100.00
304.05,85.70,7.86,8.23,100.00
303.75,86.17,8.51,8.91,100.00
303.45,86.63,9.16,9.59,100.00
303.15,87.10,9.82,10.27,100.00
302.84,87.56,10.47,10.95,100.00
302.54,88.03,11.12,11.63,100.00
302.24,88.50,11.77,12.31,100.00
301.94,88.96,12.42,13.00,100.00
301.64,89.43,13.08,13.68,100.00
